locality,latitude,longitude
Sushant Lok Phase 2 Sector 57,28.4255615,77.0873907
"Aya Nagar, New Delhi, Delhi, India",28.4720443,77.1329417
"Teen Hath Naka bus stop Thane West, Shivaji Nagar,",19.1873903,72.9640983
"Gokuldham Colony, Goregaon East, Mumbai, Maharasht",19.1702821,72.8698946
Kalyan Puri,28.6179505,77.3142212
"Ramoshi Ali, Hadapsar Gaon, Hadapsar, Pune, Mahara",18.4993373,73.9312265
"Munnekolala Bus Stand, Kasavanahalli Village, Mara",12.9495776,77.6995122
"I.D.B.I Bank ATM-Mulund West, NS Road, near by Mul",19.1733869,72.956382
"Bachupally, Hyderabad, Telangana, India",17.5513353,78.3855189
"Lulla Nagar, Pune, Maharashtra, India",18.4847906,73.885986
"Bandlaguda Jagir, Hyderabad, Telangana, India",17.3629719,78.3943263
"Sasni Gate, Aligarh, Uttar Pradesh, India",27.863984,78.067374
"Kapurbawdi, Thane West, Thane, Maharashtra, India",19.2201125,72.9748448
"Dabeerpura, Hyderabad, Telangana, India",17.3655876,78.485669
"Lalita Nagar, Chuna Bhatti, Bhopal, Madhya Pradesh",23.2062702,77.4151509
"Sector 70A, Gurugram, Haryana, India",28.3845297,77.0226217
"Narol, Ahmedabad, Gujarat, India",22.9641614,72.5903337
"Bandra West, Mumbai, Maharashtra, India",19.0606917,72.8362497
"Lal Kurti, Ambala Cantt, Haryana, India",30.3414129,76.8284884
"Jankalyan Nagar, Malad, Divya Park, Bafhira Nagar,",19.199766,72.819987
"Adarsh colony, Mahadeonagar, Hadapsar, Manjari Bk.",18.5068591,73.9541788
"Wadgaon Sheri, Pune, Maharashtra, India",18.5527193,73.920817
"Vishwas Nagar, Shahdara, Delhi, India",28.6613249,77.2961271
"Annai Sathya Nagar, Ramapuram, Chennai, Tamil Nadu",13.0331634,80.171115
Chanakyapuri,28.5938532,77.1887364
"Goregaon West, Mumbai, Maharashtra, India",19.1629338,72.839241
Sector 16A,28.4089726,77.3160664
"Rampur Garden, Bareilly, Uttar Pradesh, India",28.3512455,79.4251784
Laxmi Nagar,28.636736,77.274807
Saket,28.5245787,77.206615
"Medavakkam, Chennai, Tamil Nadu, India",12.9171427,80.1923489
Ramesh Nagar,28.65109,77.1326969
"Jiwaji Chowk, Topi Bazar, Sarafa Bazar, Daulat Gan",26.1993332,78.1484597
"Kudlu, Bengaluru, Karnataka, India",12.8870683,77.6562206
"Chand Bihari Nagar, Khatipura",26.9320661,75.7495047
"Jamalia, Chennai, Tamil Nadu, India",13.1048277,80.2533216
"Sector 86, Gurugram, Haryana, India",28.3986189,76.938379
"Civil Lines, Lucknow, Uttar Pradesh, India",26.8517372,80.9518745
"Grace Church Daver Yamjal, Yamjal, Secunderabad, T",17.5624607,78.524792
"Sector 46, Chandigarh",30.7026207,76.7639499
"Phase 9, Mohali, Punjab, India",30.7046486,76.7178726
Sukhrali Sector 17,28.4770788,77.0600442
"Electronic City, Bengaluru, Karnataka, India",12.8452145,77.6601695
Johripur,28.7174577,77.2851341
"Kargi Chowk, Brahmanwala, Dehradun, Uttarakhand, I",30.2908871,78.0247115
"Kundli, Sonipat, Haryana, India",28.9930823,77.0150735
"Kanaka Durga Temple, KPHB Phase III, Kukatpally Ho",17.4861516,78.3944749
Nirankari Colony,28.7165478,77.2063834
"g s road, GS Road, Saraswati Market, Six Mile, Guw",26.1328881,91.8056999
"Hosa Road, Kasavanahalli, Karnataka, India",12.9053223,77.6758774
"Sewa Nagar, Ghaziabad, Uttar Pradesh, India",28.6775842,77.4113845
"Devlok Colony, Phase I, Industrial Area, Mohkam Pu",28.9570966,77.6768763
"Basaveshwar Nagar, Bengaluru, Karnataka, India",12.9886182,77.5382864
"Balkum Naka, Thane West, Thane, Maharashtra, India",19.2205304,72.988684
"pul prahladpur, South Delhi",28.4993959,77.2918391
Vasant Vihar,28.560323,77.1617281
"Waghodia, Vadodara, Gujarat, India",22.2896243,73.2326738
"Hoodi, Bengaluru, Karnataka, India",12.9895552,77.7126571
"Ghanta Ghar, Chukkuwala, Dehradun, Uttarakhand, In",30.3244257,78.0418333
"Hosakerehalli, Bengaluru, Karnataka, India",12.9163636,77.5361462
"Kidwai Nagar, Kanpur, Uttar Pradesh, India",26.4263382,80.3275589
"Raji Reddy Nagar, Hyderabad, Telangana, India",17.497897,78.3991533
"Adyar, Chennai, Tamil Nadu, India",13.0011774,80.2564957
"Chennai Central Railway Police Station, Station Ro",13.0827504,80.2751387
"Nizampet Road, Vasanth Nagar Colony, Nizampet, Hyd",17.5178254,78.379946
"Kuber Nagar, Ahmedabad, Gujarat, India",23.0711832,72.6417774
"Sai Chowk, Pashan, Pune, Maharashtra, India",18.5436567,73.7850743
Sector 50,28.573405,77.3712026
"Sandal soap factory metro station, Yeshwanthpur In",13.0136242,77.5541719
Goverdhan Behari Colony,28.6705974,77.2820495
Sispal Vihar,28.4149125,77.0438532
"Chandkheda, Ahmedabad, Gujarat, India",23.109098,72.5849179
"Badarpur, New Delhi, Delhi, India",28.5102495,77.2985884
"Andheri East, Mumbai, Maharashtra, India",19.1178548,72.8631304
Hastal Village,28.6377129,77.0490264
"Gachibowli, Hyderabad, Telangana, India",17.4400802,78.3489168
"Vaishali, Sector-1, Ghaziabad, Uttar Pradesh, Indi",28.6356338,77.3388511
"Rohini, Sector-24",28.7284523,77.0881034
"Dange Chowk, Mangal Nagar, Thergaon, Pimpri-Chinch",18.613543,73.766518
Pinacle Royal Ton Tower Sector 43,28.4494222,77.0968128
"South Bopal, Bopal, Ahmedabad, Gujarat, India",23.0206198,72.4687152
"TPT Colony, Seethammadara, Visakhapatnam, Andhra P",17.7373661,83.3109938
"Jakhan, Dehradun, Uttarakhand, India",30.3627451,78.0666195
"Sector 56, Gurgaon, Haryana, India",28.4262171,77.096765
"Thane (W), Kolbad, Uthalsar, Thane West, Thane, Ma",19.2045798,72.9747756
"Bhamia Kalan, Ludhiana, Punjab, India",30.9162888,75.9349905
"Sector 2, Bidhannagar, Kolkata, West Bengal, India",22.5913113,88.4234245
Sector 31,28.4454913,77.3124067
Old DLF Colony Sector 14,28.4702791,77.0452925
"Tilak Nagar, Kurla, Mumbai, Maharashtra, India",19.0682673,72.8973302
"Majherhat Bridge, Block A, Uttar Raypur, Mominpore",22.5172665,88.3234691
"Takka Colony, Panvel, Navi Mumbai, Maharashtra, In",18.9798657,73.1187327
"New Ranip, Ahmedabad, Gujarat, India",23.0930152,72.5592447
"Kalasiguda, Hyderabad, Telangana, India",17.4413771,78.4908221
"Lotus Multi-speciality Hospital,  Pimple Saudagar,",18.5990939,73.794337
"Kala Aam Chauraha, Moti Bagh, Kotiyat, Bulandshahr",28.4067962,77.8495215
"L.B. Nagar Metro Station, Shivapuri Colony, L. B. ",17.3497098,78.547973
"Ambegaon Budruk, Pune, Maharashtra, India",18.4458033,73.8507279
"Moghul Wada, Vadodara, Gujarat, India",22.2956556,73.2118535
"Srinivasa Puram, Gandhi Nagar, Korattur, Chennai, ",13.1151207,80.1826243
"Sonar Pada, Dombivli East, Dombivli, Maharashtra, ",19.1834647,73.0966019
"Royapettah, Chennai, Tamil Nadu, India",13.0539587,80.2640711
"Mahendra Township-I, Main Road, E-8, Bawadia Kala,",23.1763555,77.438667
Peeragarhi,28.679745,77.0926894
"Begumpet, Hyderabad, Telangana 500003, India",17.4447068,78.4663812
"Perambur, Chennai, Tamil Nadu, India",13.1210302,80.2325781
"Dayanand Nagar, Nehru Nagar, Ghaziabad, Uttar Prad",28.6566836,77.4407946
"Oshiwara, Oshiwara, Andheri West, Mumbai, Maharash",19.1452001,72.829679
"Mahadevapura, Bengaluru, Karnataka, India",12.9912802,77.687367
Sanganer,26.8061453,75.7669262
Sector 19,28.5774092,77.3223915
"Shanti Nagar, Panipat, Haryana, India",29.3898834,76.9477422
"Mudsarlova, Sundarayya Nagar, Durga Nagar, Arilova",17.766103,83.2974204
"Chhattarpur,",28.506783,77.1748925
"Kolapakkam, Chennai, Tamil Nadu, India",13.010112,80.1492317
"Behlana, Chandigarh, India",30.6782569,76.8014512
"Howrah Maidan, Grand Trunk Road, Howrah Railway St",22.5832401,88.3333714
"Selaiyur, Chennai, Tamil Nadu, India",12.9068283,80.1425181
Vasundhara,28.6636281,77.3697672
"Krishna Vihar, Delhi",28.7062728,77.0809093
Kanjhawla,28.7347285,77.0041762
"Amar Shaheed Path, Sect C, Sector 18, Lucknow, Utt",26.881088,80.9884887
Ghasola Sector 49,28.4084534,77.0550072
"Hinjawadi Phase II, Hinjewadi Rajiv Gandhi Infotec",18.5941586,73.7036514
"Indian Oil Nagar, D.N.Nagar, Andheri West, Mumbai,",19.1275671,72.8297614
"Sukhsagar Nagar, Kondhwa Budruk, Pune, Maharashtra",18.4565105,73.8701119
"Ejipura, Bengaluru, Karnataka, India",12.9385333,77.6308174
"Pandhari Nagar, Handewadi, Pune, Maharashtra, Indi",18.4576416,73.9374517
"Hinoo, Ranchi, Jharkhand, India",23.328329,85.320205
Post Office Chhattarpur,28.4981264,77.1890201
"Chitaipur, Varanasi, Uttar Pradesh, India",25.2718661,82.9676299
"Austin Town, Neelasandra, Bengaluru, Karnataka, In",12.9587681,77.6159946
"Kalmana Market, Kalmana, Nagpur, Maharashtra, Indi",21.1621337,79.1477979
"Bhosari, Pimpri-Chinchwad, Maharashtra, India",18.6320627,73.8467978
"Kadru, Ashok Nagar, Ranchi, Jharkhand, India",23.3489824,85.3155604
"Kududand, Tilak Nagar, Chhattisgarh, India",22.0905802,82.1369461
Mansarover Garden,28.6424915,77.1326969
"ICICI Bank Airport Road, Amritsar-Branch & ATM, Gu",31.665109,74.844017
"Masjid Banda, Hyderabad, Telangana, India",17.4657179,78.3464342
"Agrashen Chauraha, Sneh Nagar, Indore, Madhya Prad",22.703654,75.873157
"Mundhwa, Pune, Maharashtra, India",18.5321814,73.9331528
"Yogi Nagar, Borivali West, Mumbai, Maharashtra, In",19.2352291,72.8417576
"Sonarpur, Kolkata, West Bengal, India",22.4408743,88.4246364
"Phursungi, Pune, Maharashtra, India",18.4726725,73.9784573
"Sourabh Colony, Bhopal, Madhya Pradesh, India",23.2660124,77.4189171
Sector 26,28.5792792,77.3345961
"Mothi Nagar, Kalyan Nagar, Moti Nagar, Hyderabad, ",17.4532779,78.4232852
DEVLI VILLAGE,28.4977762,77.2430389
"Bahadurpura, Hyderabad, Telangana, India",17.3574259,78.4616959
"Bijoygarh, Kolkata, West Bengal, India",22.4882302,88.365664
"Nana Chiloda, Ahmedabad, Gujarat, India",23.1077003,72.6596507
"Nagasandra, Bengaluru, Karnataka, India",13.0431638,77.5003091
Jangpura,28.5821032,77.2485251
ESI,28.393247,77.295486
"Main Road, New Garden, Kanka, Ranchi, Jharkhand, I",23.3513487,85.3253942
"Kavi Nagar, Ghaziabad, Uttar Pradesh, India",28.6635746,77.451855
"Akshayanagara, Bengaluru, Karnataka, India",12.8677991,77.6166843
"Visalakshinagar Stadium, Police Quarters Road, Vis",17.7541096,83.3385684
"Yemalur Main Road, Shan Boga Colony, Yemalur, Bell",12.9485098,77.6814525
"Vaishali, Ghaziabad, Uttar Pradesh, India",28.6433175,77.3381894
Malviya Nagar,26.8548662,75.8242966
"Rohini, Sector 13",28.7225368,77.1277586
"Harlur, Bengaluru, Karnataka, India",12.8998046,77.6628428
"Jarauli Phase 1, Jarauli, Kanpur, Uttar Pradesh, I",26.4110319,80.2944484
"New Tippasandra, Bengaluru, Karnataka, India",12.9717571,77.6551929
"New Nallakunta, Hyderabad, Telangana, India",17.3991274,78.5017083
"Pioneer Officers' Institute, Vayusena Nagar, Loheg",18.5959868,73.9111762
"Civil Lines, Agra, Uttar Pradesh, India",27.1998122,78.0109764
"Attawa, Chandigarh, India",30.7269199,76.749884
"Kad Nagar, Undri, Pune, Maharashtra, India",18.4605837,73.9132023
"Ajit Singh Nagar, PNT Colony, Vijayawada, Andhra P",16.537776,80.6396287
Tilak Nagar,28.6390693,77.0867741
Shakarpur,28.6279488,77.2786205
"Pammal, Chennai, Tamil Nadu, India",12.9749128,80.1327824
Maurya Enclave,28.7000805,77.1467188
"Vijayanagar, Bengaluru, Karnataka, India",12.975596,77.5353881
"Nahur West, Industrial Area, Bhandup West, Mumbai,",19.1561246,72.9445802
"Sunny Enclave, Kharar, Punjab, India",30.7585116,76.6625902
"Whitefields Road, Laxmi Cyber City, Whitefields, H",17.4549582,78.3686462
"Kalamboli, Panvel, Navi Mumbai, Maharashtra, India",19.032803,73.1012153
Sector MU 2,28.4814644,77.5705392
"Shivaji Nagar, Bhopal, Madhya Pradesh, India",23.228385,77.4233549
"Anna Nagar, Anna Nagar West, Anna Nagar, Chennai,",13.0844621,80.2034344
"Ambernath East, Ambernath, Maharashtra, India",19.2074588,73.1852964
"Bavdhan, Pune, Maharashtra, India",18.5046994,73.7647412
"Pimpri Waghere, Pimpri-Chinchwad, Maharashtra, Ind",18.6239079,73.8124984
"DLF Phase 4, Gurugram, Haryana, India",28.4646699,77.0844801
"Sector 58, Gurgaon",28.415274,77.1111214
"Vadgaon Budruk, Pune, Maharashtra, India",18.4666576,73.8258668
Kirti Nagar,28.6470624,77.1001525
"Kohat Enclave, Pitampura",28.69746,77.14214
"Dahisar East, Mumbai, Maharashtra, India",19.2539332,72.8672448
"Mira Bhayandar, Maharashtra, India",19.2952325,72.8543897
"Ghodbunder Road, Owale, Thane, Maharashtra, India",19.2734343,72.9616279
Moti Nagar,28.6623452,77.1410809
Vyapar Kendra Sector 41,28.460043,77.083522
"Hsr Bda Complex, 12th Main Road, Sector 6, HSR Lay",12.9137634,77.6372778
"Utran, Surat, Gujarat, India",21.2315453,72.8662668
"Abhinav College, Sus Road, Pashan, Pune, Maharasht",18.5449574,73.7786604
"RK Hegde Nagar, Bengaluru, Karnataka, India",13.0724417,77.6323623
Jagatpura,26.8176736,75.8617171
"Deepanjali Nagar, Bengaluru, Karnataka, India",12.9525755,77.5292796
"Kalyani Nagar, Pune, Maharashtra, India",18.5463286,73.9033139
Dilshad Garden,28.6844089,77.31522
"Mansarovar Sector 5, Mansarovar, Jaipur, Rajasthan",26.8652002,75.7647661
"Vijay Nagar, Lucknow, Uttar Pradesh, India",26.7867659,80.974674
Chandpole,26.9243316,75.8123829
"Somasundarapalya, Bengaluru, Karnataka, India",12.8985899,77.6514648
"Kalwa, Thane, Maharashtra, India",19.2022321,73.0025168
"Uttarahalli, Bengaluru, Karnataka, India",12.9069823,77.552059
"Asha Nagar, Mulund West, Mumbai, Maharashtra, Indi",19.168134,72.9423656
"Ayyappa Nagar Main Road, Ayyappa Nagar, Krishnaraj",12.9994519,77.7152092
"T.Nagar, Ram Nagar South, Madipakkam, Chennai, Tam",12.9605141,80.2066841
Nangal Raya,28.6087477,77.1096829
"HDFC Bank, Model Town, Bahadurgarh, Haryana, India",28.693729,76.931063
"Airoli, Navi Mumbai, Maharashtra, India",19.157935,72.9934762
"Govt School, Doddabanahalli, Chikkabanahalli Colon",13.0205642,77.7454057
"Patlipada Village, Thane West, Thane, Maharashtra,",19.2512428,72.9770591
"Nayapura, Kota, Rajasthan, India",25.2012074,75.8566038
"Bhayander East, Mira Bhayandar, Maharashtra, India",19.3056009,72.8593755
"Sion, Mumbai, Maharashtra, India",19.0390214,72.8618952
"Madanpura, Mumbai, Maharashtra, India",18.9703745,72.8271764
Dashrath Puri,28.6035503,77.0872644
Matiala,28.6094086,77.054325
"Kennedy Avenue, Amritsar, Punjab 143001, India",31.6416466,74.8646021
Greater Faridabad,28.419485,77.343235
"Sector 81, Faridabad, Haryana, India",28.3916882,77.3467996
Durgapura,26.8517972,75.7862232
"Isanpur, Ahmedabad, Gujarat, India",22.976056,72.6017625
"Ecotech III, Greater Noida, Uttar Pradesh, India",28.5402628,77.4615923
"Dhanori, Pune, Maharashtra, India",18.5967587,73.896851
"Maal Godaam, National Highway 91, City, Aligarh, U",27.8892041,78.073628
"Alliance Orchid, Zirakpur, Punjab, India",30.6345512,76.8143852
"Kamalaprasad Nagar, Hyderabad, Telangana, India",17.4976963,78.4217999
"Pardewan Pur, Kanpur, Uttar Pradesh, India",26.4257844,80.3924007
"Nacharam, Secunderabad, Telangana, India",17.4308087,78.559548
"Anisabad, Patna, Bihar, India",25.5775117,85.0929732
"Action Area I, Newtown, New Town, West Bengal, Ind",22.5797688,88.4621891
Sector 7,28.3623771,77.3252633
"Thiruvanmiyur, Chennai, Tamil Nadu, India",12.9830269,80.2594001
"Adajan, Surat, Gujarat, India",21.1959098,72.7933021
"Velachery, Chennai, Tamil Nadu, India",12.9815179,80.2179755
"Churchgate, Mumbai, Maharashtra, India",18.9322453,72.8264378
"Behala Tram Depot, Diamond Harbour Road, Auddy Bag",22.499321,88.317554
"Bellandur, Bengaluru, Karnataka, India",12.9260308,77.6762463
"Hanuman Colony, Desraj Colony, Panipat, Haryana, I",29.4005758,76.9837477
"Balaji Enclave, Utrathiya, Zirakpur, Mohali, Punja",30.6520589,76.8182752
"Sector 108, Noida, Uttar Pradesh, India",28.5280294,77.3769437
Sector 55,28.3450903,77.2946328
Lajpat Nagar 2,28.5692718,77.2441075
"Koliwada, Thane West, Thane, Maharashtra, India",19.2010097,72.9785815
"Phase 8, Industrial Area, Mohali, Punjab, India",30.7104586,76.7033471
"Vishrantwadi, Pune, Maharashtra, India",18.5726054,73.8782079
Basai Road,28.4724119,76.9561872
Village Mandoli,28.7041396,77.313921
"Teynampet, Chennai, Tamil Nadu, India",13.0404742,80.2503335
"Bellandur, Bengaluru, Karnataka, India",12.9304278,77.678404
"Khante Nagar, Teka Naka, Nagpur, Maharashtra, Indi",21.1754848,79.1140133
"Hennur Bande, Hennur Gardens, Bengaluru, Karnataka",13.0330706,77.6403412
"Ganguly Bagan, Kolkata, West Bengal, India",22.4788867,88.3731205
"Munnekolala Lake Park, Munnekolala Lake Trail, Spi",12.9609174,77.7082956
"Siddharth Nagar, Kanpur, Uttar Pradesh, India",26.5046048,80.2466014
"Islampur, Vimanapura, Bangalore, Karnataka, India",12.9660037,77.6729397
Nimri,28.6829674,77.1736794
Nanakpura,28.5833773,77.1664905
Paharganj,28.6480367,77.2129871
amrapali grand apartments block n zeta,28.5011857,77.5314773
"Agra, Uttar Pradesh, India",27.1766701,78.0080745
"Arya Puri, Civil Lines North, Muzaffarnagar, Uttar",29.4733986,77.7004931
"Mahanagar, Lucknow, Uttar Pradesh, India",26.8805117,80.9567113
"Kanakpura, Jaipur, Rajasthan, India",26.9231459,75.7184888
"Garware Point, Nashik Freeway, Buddha Vihar, MIDC ",19.943801,73.744086
"Ballygunge, Kolkata, West Bengal, India",22.5280352,88.3659083
"Pilibhit Bypass Road, Tulsi Nagar, Bareilly, Uttar",28.3700199,79.4549054
Sector 75,28.5744851,77.3826845
Sriniwaspuri,28.5660932,77.2529748
"Varthur, Bengaluru, Karnataka, India",12.9388787,77.7412047
Kanhai Village Sector 45,28.4440338,77.0728215
"Karave Village, Sector 36, Seawoods, Navi Mumbai,",19.0164261,73.0102716
"Supertech Ecovillage II, Eco Village 2, Bhangel, G",28.6106365,77.4432248
"cherry County club house, Tech Zone IV, Amrapali D",28.6008119,77.4459251
"Jalandhar Cantt, Jalandhar, Punjab, India",31.2884966,75.6203283
"Durga Nagar, Ambala, Haryana, India",30.3584419,76.7632286
Karawal Nagar,28.7283102,77.276926
"Walhekarwadi, Sector No. 32, Nigdi, Pimpri-Chinchw",18.6323392,73.7610241
"Kondhwa, Pune, Maharashtra, India",18.4695088,73.8889779
Okhla,28.56028,77.2913315
"Tehsil Camp, Panipat, Haryana, India",29.4074906,76.9743873
"Naranpura, Ahmedabad, Gujarat, India",23.0521705,72.5497069
Tonk Phatak,26.8809896,75.7923778
"Nahar Amrit Shakti, Chandivali, Powai, Mumbai, Mah",19.1076133,72.8992184
"Munirka, New Delhi, Delhi, India",28.5532203,77.1745067
"Moosapet, Hyderabad, Telangana, India",17.4677964,78.4252792
Brahampuri Rd,28.6813612,77.2675869
"Saket, New Delhi, Delhi, India",28.5220971,77.2101534
"CRP Layout, Horamavu Agara, Horamavu, Bengaluru, K",13.032861,77.6634554
"Prahlad Nagar, Ahmedabad, Gujarat, India",23.0120338,72.510754
"Nanakramguda, Telangana, India",17.4169142,78.3423777
"Yelahanka Satellite Town, Bengaluru, Karnataka, In",13.1042445,77.5713193
"JP Institute of Engineering and Technology, Mawana",29.019079,77.7631713
"St.Antony's Church Tharamani, 53, Taramani Link Rd",12.9815044,80.242026
Dabua Colony,28.383897,77.2793059
"Nandini Layout, Bengaluru, Karnataka, India",13.0159906,77.5338233
"Kothawada, Warangal, Telangana, India",17.9948937,79.5991811
Sonia Vihar,28.7332472,77.2495891
"Cambridge Layout, Jogupalya, Bengaluru, Karnataka,",12.9725546,77.6253315
"Yousufguda Main, Lakshmi Narasimha Nagar, Yousufgu",17.4358868,78.4310366
G.T.B.Nagar,28.7093396,77.2015432
"Bowenpally, Secunderabad, Telangana, India",17.4685901,78.4810648
"D Muniyappa Layout, Hennur Bande, Kalyan Nagar, Be",13.0328382,77.6423403
"Kawadiguda Community Hall, Solitier Residency, Bha",17.4201363,78.4902006
"Sushant Lok Phase I, Block C, Gurugram, Haryana, I",28.4539122,77.0811923
"Sector 59, Gurugram, Haryana, India",28.4050911,77.1096829
"Kanjurmarg East, Mumbai, Maharashtra, India",19.1293739,72.9330185
"Chinchwad Gaon Post Office, Chapekar Chowk Flyover",18.6297344,73.7822818
"Park View City 2, Badshahpur Sohna Road Highway, V",28.403234,77.0456181
"Suraj Nagar, Bhopal, Madhya Pradesh, India",23.2119205,77.3697672
"Cottonpete, Bengaluru, Karnataka, India",12.9670753,77.5654657
"Rahat Bagh, Nagavarapalya, C V Raman Nagar, Bengal",12.9912279,77.661129
"Nilaje, Nilje Gaon, Maharashtra, India",19.154608,73.0802381
"Kukatpally Bus Depot, Moosapet Road, Bhavani Nagar",17.4734804,78.4258628
"Fazilpur Jharsa, Gurugram, Haryana, India",28.4119752,77.0319784
