,locality,latitude,longitude,Pincode,Latitude,Longitude
6617,"Guwahati Railway Station, Mawhati, Paltan Bazaar, ",26.1822633,91.7512413,781008.0,26.18103,91.75
6618,Jhandewalan,28.647285,77.202832,110055.0,28.64608,77.20253
6619,"Sector 2, Gandhinagar, Gujarat, India",23.2009878,72.6372917,382845.0,23.2,72.64
6620,"Jain Colony, Gollapudi, Vijayawada, Andhra Pradesh",16.5428188,80.5868196,520012.0,16.53847,80.57944
6621,Chander Nagar,28.664917,77.3302888,201011.0,28.66492,77.33029
6622,"Kannamangala, Bengaluru, Karnataka, India",13.027138,77.760812,562114.0,13.03,77.79
6623,"POST OFFICE BAIRAGARH CHICHLI, Bairagarh Chichali,",23.1509969,77.4108545,462042.0,23.15,77.41
6624,"Aakriti Eco City Flamingo Park 1, Aakriti Ecocity,",23.1693244,77.4400775,462039.0,23.19181,77.43267
6625,Om Apartment Sector 51,28.6034953,77.0326915,110078.0,28.61022,77.03767
6626,Meena Bagh,28.6045667,77.2081801,110011.0,28.61111,77.21275
6627,"Sinthee More To Dumdum Station Auto Stand, Barrack",22.630543,88.3786787,700002.0,22.62983,88.378
6628,"Saidabad, Hyderabad, Telangana 500059, India",17.3573882,78.5112407,500059.0,17.35372,78.50936
6629,"Uttarahalli Hobli, Bengaluru, Karnataka, India",12.9069823,77.552059,560061.0,12.9089,77.54918
6630,"Mahamandir Circle, Bhadwasiya, Lawaran, Jodhpur, R",26.306245,73.0380134,342006.0,26.30694,73.03986
6631,"Himayatnagar, Hyderabad, Telangana, India",17.4020637,78.4840052,500029.0,17.40239,78.48706
6632,"Ayodhya Nagar, Vijayawada, Andhra Pradesh, India",16.5286537,80.6313041,520003.0,16.528,80.62683
6633,"Dhanipur Mandi, Aligarh, Uttar Pradesh, India",27.8702303,78.1033423,202002.0,27.87366,78.11368
6634,"Ajamalppa Layout, Kacharakanahalli, Bengaluru, Kar",13.0194986,77.6317759,560043.0,13.02203,77.63483
6635,"Guindy National Park, Guindy, Chennai, Tamil Nadu ",13.0049251,80.2378725,600015.0,13.00253,80.23233
6636,"Kalinga Institute of Industrial Technology, KIIT R",20.3547697,85.8152921,751024.0,20.33731,85.81869
6637,"Prafulla Sarkar Street, Esplanade, Chowringhee Nor",22.5675417,88.3536241,700072.0,22.56639,88.35389
6638,"M.G. Road, College Street Market, College Street, ",22.578536,88.361437,700007.0,22.5785,88.3631
6639,"Saraswati Vihar, Panchkula, Haryana, India",30.6611322,76.8443475,460440.0,30.66486,76.85165
6640,"Bhashyam Circle, Kodandarampura, Malleshwaram West",13.0063844,77.5787622,560003.0,13.00405,77.57556
6641,"Panihati State General Hospital, Barasat Road, Cha",22.6929584,88.3979813,700110.0,22.69,88.4
6642,"Baner Phata, Aundh Road, Armament Colony, Pune, Ma",18.5425748,73.8270909,411016.0,18.53842,73.83258
6643,"Malleshwaram Dose Corner, 17th Cross Road, Mallesh",13.0070895,77.5709784,560003.0,13.00273,77.57196
6644,"Sampangiram Nagar, Bengaluru, Karnataka, India",12.99368,77.5746756,560020.0,12.98846,77.57465
6645,"Tole Majra, Mohali, Punjab, India",30.706974,76.6427152,140307.0,30.69511,76.66478
6646,"Mutyalammapadu, Satyaranayana Puram, Vijayawada, A",16.5259875,80.6368539,531036.0,16.52368,80.63925
6647,"Mysore Sandal Soap Factory, Yeshwanthpur Industria",13.013598,77.5537636,560022.0,13.02006,77.55636
6648,"Bhagirath Society, Arya Nagar, Rajkot, Gujarat, In",22.3022765,70.8286683,360003.0,22.3113,70.81686
6649,"Jagdish Nagar Colony, Panipat, Haryana, India",29.4003427,76.9941482,132103.0,29.38842,76.98075
6650,"Jawahar Nagar, Marathahalli, Bangalore, Karnataka,",12.9619806,77.6922635,560037.0,12.96428,77.68244
6651,"Maharana Pratap Chowk, Jarahbhata, Bilaspur, Chhat",22.0732672,82.1380353,497101.0,22.07963,82.13914
6652,"Training Command Air Force Gate, 1st A Main Road,",13.0252124,77.5811204,560006.0,13.01683,77.58328
6653,"Dhanori-Lohegaon Road, Madhav Nagar, Dhanori, Pune",18.5975626,73.903751,411047.0,18.59756,73.92692
6654,"Resapuvanipalem, Dwaraka Nagar, Visakhapatnam, And",17.7336261,83.3168071,530003.0,17.72882,83.32009
6655,"Naugaon, Dehradun, Uttarakhand, India",30.3933938,77.9365078,248007.0,30.3895,77.94244
6656,"Khandwa Naka, Nehru Nagar, Indore, Madhya Pradesh,",22.734484,75.8819773,475330.0,22.72762,75.88497
6657,"Dhibra, Patna, Bihar, India",25.5950894,85.0350382,801503.0,25.59974,85.04153
6658,"Gayatri Nagar, Jodhpur, Rajasthan, India",26.2411064,72.9752139,342008.0,26.2501,72.9779
6659,"Alipur, Patiala, Punjab, India",30.3745831,76.4085802,147003.0,30.35692,76.41892
6660,"Prem Nagar, Ghaziabad, Uttar Pradesh, India",28.6616449,77.4210692,201009.0,28.66174,77.41788
6661,"500004, Mehdipatnam, MIGH Colony, Mehdipatnam, Hyd",17.3928128,78.4428863,450112.0,17.4091,78.4506
6662,"Sarna dungar, Benar Road, Baori, Rajasthan, India",27.015053,75.7089372,302012.0,27.01445,75.70375
6663,"HMT Layout, Dinnur, RT Nagar, Bengaluru, Karnataka",13.0279345,77.5916896,560024.0,13.03305,77.59066
6664,"CBRI Colony, Roorkee, Uttarakhand, India",29.8613139,77.9038897,247667.0,29.86161,77.89906
6665,Sector 36-D,30.7315427,76.7502447,160036.0,30.73458,76.75236
6666,"Pragati Vihar, Nishat Bagh, Ambala Sadar, Ambala, ",30.3231798,76.8523731,133001.0,30.33508,76.84531
6667,"Saket Nagar Colony, Lanka, Varanasi, Uttar Pradesh",25.2814092,82.9978626,221011.0,25.27868,83.00558
6668,"Ajit Colony, Jodhpur, Rajasthan, India",26.2843677,73.0359833,342011.0,26.27828,73.02969
6669,"Karadiya, Vadodara, Gujarat, India",22.3546455,73.1470907,391345.0,22.35247,73.14025
6670,"Kanota, Rajasthan, India",26.8622557,75.9557586,303012.0,26.87183,75.94742
6671,"Sobhapur, Jabalpur, Madhya Pradesh, India",23.2074367,79.9780178,482009.0,23.20139,79.97686
6672,"Fateh Colony, Patiala, Punjab, India",30.3319289,76.3861562,147008.0,30.334,76.386
6673,"Sukhna Lake, Sector 1, Chandigarh, India",30.7447588,76.8105577,160019.0,30.7389,76.8106
6674,"Peerzadiguda Kaman Road, Raghavendra Nagar Colony,",17.4007217,78.5822552,500092.0,17.42014,78.58447
6675,"Shahdara, Silampur",28.6640177,77.2711667,110031.0,28.66283,77.26769
6676,"Railway New Colony, Visakhapatnam, Andhra Pradesh,",17.7236205,83.2931648,530004.0,17.72075,83.28472
6677,"Rajiv Gandhi Chowk, Jarahbhata, Bilaspur, Chhattis",22.078217,82.139751,497101.0,22.07963,82.13914
6678,"Hargobind Nagar, Ludhiana, Punjab, India",30.9077333,75.8715503,141008.0,30.90978,75.87158
6679,"GTB Nagar, Amritsar, Punjab, India",31.6252611,74.9077237,143006.0,31.62,74.91
6680,"Chandavarkar Layout, Chakravarthy Layout, Abshot L",12.996833,77.5866573,560001.0,12.99351,77.5921
6681,Jhotwara Industrial Area,26.9568893,75.7507408,302012.0,26.94472,75.74306
6682,"Sector 45, Karnal, Haryana, India",29.7385414,76.9671865,135003.0,29.76756,76.97295
6683,"Adarsh Nagar, Sonipat, Haryana, India",28.9984401,77.0258391,131001.0,28.99675,77.02033
6684,"SIR PRATAP MAHAVIDYALAYA, MG Hospital Road, Jaswan",26.2858101,73.0209345,342013.0,26.28589,73.02289
6685,"Trikon Park, NN Mukherjee Road, Subhash Nagar, Dum",22.6361797,88.4079282,700065.0,22.63944,88.41203
6686,"Bharatpur Electric Substation, Kalinganagar, Bhuba",20.2827382,85.7813573,751029.0,20.2908,85.7772
6687,"Navlakha, Vidya Nagar, Indore, Madhya Pradesh, Ind",22.6980012,75.8682878,452014.0,22.69897,75.8575
6688,"AIIMS Road, M.I.A. 1st Phase, Basni, Basni, Jodhpu",26.2388719,73.0058002,342005.0,26.23261,73.01492
6689,"Geeta bhawan, Geeta Bhawan Road, Pratap Nagar, Jod",26.2830449,73.007362,323801.0,26.28,73.01166
6690,"Mamchand Colony, Jeevan Vihar, Sonipat, Haryana, I",29.005444,77.0301334,131001.0,29.00189,77.01861
6691,"Sector 3, Karnal, Haryana, India",29.6672782,76.9801476,140701.0,29.68,76.99
6692,"Indira Nagar, Binnamangala, Stage 1, Indiranagar,",12.9823026,77.6376549,560008.0,12.96849,77.64257
6693,"Risalu, Panipat, Haryana, India",29.3545865,77.0017465,132108.0,29.34731,76.9805
6694,"Faithfulganj, Kanpur, Uttar Pradesh, India",26.4541375,80.3589049,208004.0,26.455,80.35658
6695,"Zakir Colony, Meerut, Uttar Pradesh, India",28.9468071,77.7158017,250004.0,28.95,77.73
6696,"Rampur Dauraha Bus Stop, Unnamed Road, Tajpur Mafi",28.8405918,78.8247475,244001.0,28.83011,78.78286
6697,"Dhankutti, Collectorganj, Kanpur, Uttar Pradesh, I",26.460202,80.3460273,208001.0,26.46118,80.34429
6698,"Laxmi Nagar, Ghatkopar East, Mumbai, Maharashtra,",19.0920425,72.9168958,400075.0,19.08697,72.91369
6699,"Rani Durgavati Vishwavidyalaya, Rani Durgavati Uni",23.161356,79.978737,482001.0,23.16419,79.98694
6700,"Sanjay nagar Post office, 5th Main Road, NGEF Layo",13.0364641,77.5767631,560024.0,13.03305,77.59066
6701,"Infocity, Gandhinagar, Gujarat, India",23.1935088,72.6345914,382845.0,23.2,72.64
6702,"Gothapatna, Odisha, India",20.2942254,85.744396,751003.0,20.28628,85.75229
6703,"Adarsh Nagar, Manegaon, Jabalpur, Madhya Pradesh, ",23.2098488,80.0115834,482005.0,23.20159,80.00217
6704,"Metagalli Sub Post Office, Metagalli, Mysuru, Karn",12.346767,76.630317,570016.0,12.33922,76.63153
6705,"Gandi Maisamma, Hyderabad, Telangana, India",17.5752184,78.4232303,500055.0,17.52069,78.44467
6706,"Beniwal Nagar, Rohtak, Haryana, India",28.8730634,76.5965,124001.0,28.87411,76.58869
6707,"Nyay Nagar, Dhoomanganj, Prayagraj, Uttar Pradesh,",25.463641,81.7828033,211011.0,25.45189,81.77669
6708,"Uchani ,Karnal, Uchani Village, Haryana, India",29.7315381,76.9829637,132001.0,29.71389,76.99055
6709,"Karabara Basti, Ludhiana, Punjab, India",30.9337162,75.8461328,141008.0,30.91842,75.84756
6710,"Ram Nagar Colony, Sector-22, Rohtak, Haryana, Indi",28.8768195,76.5717608,124001.0,28.89031,76.58122
6711,"Gol Bazar, Gol Bazar Road, Bilaspur, Chhattisgarh,",22.0849626,82.1565607,495001.0,22.08725,82.15369
6712,"Shahgunj, Aurangabad, Maharashtra, India",19.8865331,75.3332011,394530.0,19.88422,75.33435
6713,"DumurJola Jheel, Ramrajatala, Howrah, West Bengal",22.5882861,88.3084403,711104.0,22.58392,88.30883
6714,"Railway Road, New Defence Colony, Muradnagar, Utta",28.7609133,77.5057781,201206.0,28.77038,77.49888
6715,"Dashrath Kund, Jiyan Pur, Ayodhya, Uttar Pradesh, ",26.7748805,82.1995511,224123.0,26.78796,82.19855
6716,"New Market Bhopal, Roshan Pura Square, 45 Bunglows",23.2374805,77.4010591,462002.0,23.24,77.4
6717,"Friends Colony, Ram Nagar, Jalandhar, Punjab, Indi",31.3514258,75.5631342,144201.0,31.3278,75.5769
6718,"Shriram Care Hospital, Ameri Road, Nehru Nagar, Bi",22.0852417,82.130087,497101.0,22.07963,82.13914
6719,"Preet Nagar, Ludhiana, Punjab, India",30.8843858,75.7691262,142027.0,30.89243,75.76002
6720,"John F Welch Technology Center, Park, Phase 2, KIA",12.9740635,77.7256723,577599.0,12.96715,77.7338
6721,"Satabdi Nagar, Baramunda, Bhubaneswar, Odisha, Ind",20.272636,85.8031777,751003.0,20.27433,85.80511
6722,"Katewara, Delhi, India",28.8038224,76.9769917,110039.0,28.79969,77.03806
6723,"Sovabazar Sutanuti Metro Station, Shyam Bazar Stre",22.596026,88.3652429,700005.0,22.59717,88.36133
6724,"Sitarambagh temple, Sitaram Bagh, Hyderabad, Telan",17.3847596,78.4568245,500001.0,17.38175,78.46517
6725,"Gora Bazar, Jabalpur, Madhya Pradesh, India",23.1462443,79.9594886,482001.0,23.14633,79.95833
6726,"Uttran, Surat, Gujarat, India",21.2315453,72.8662668,394105.0,21.23053,72.86389
6727,"New Grasim Vihar Colony, Gwalior, Madhya Pradesh, ",26.2433074,78.1806683,474003.0,26.23228,78.17269
6728,"Virat Nagar, Mayur Nagar, Musakhedi, Indore, Madhy",22.6898451,75.904558,304001.0,22.68378,75.90277
6729,"Gorwa Bridge, TP 13, Chhani Jakatnaka, Vadodara, G",22.3433831,73.1596702,465227.0,22.33545,73.15403
6730,"Chambal Garden, Pratap Nagar, Dadabari, Kota, Raja",25.1626258,75.8237385,324006.0,25.17583,75.83361
6731,"Prempura, Bhopal, Madhya Pradesh, India",23.2211325,77.3733641,462003.0,23.23,77.38
6732,"Nehru Nagar, Kurla, Mumbai, Maharashtra, India",19.0639898,72.8825627,400024.0,19.05895,72.88067
6733,"Rohini, Sector 1, Delhi",28.7047976,77.095297,274802.0,28.7,77.1
6734,"Chhaprabhatha Road, Yogikrupa Society, Amroli, Sur",21.247501,72.8432128,394107.0,21.25226,72.8396
6735,"Mansa Devi Complex, Sector 5, Panchkula, Haryana, ",30.7327744,76.8183388,160019.0,30.7389,76.8106
6736,"Railnagar ESR/GSR, Railnagar, Rajkot, Gujarat, Ind",22.3291318,70.7862588,360001.0,22.31989,70.799
6737,"Mohanpuri, Meerut, Uttar Pradesh 250003, India",28.9843593,77.7142776,250003.0,28.9886,77.718
6738,"TK Layout, Mysuru, Karnataka 570009, India",12.2992155,76.6167212,570023.0,12.29094,76.62483
6739,"Nandamuri Nagar, PNT Colony, Vijayawada, Andhra Pr",16.5418718,80.6293963,520003.0,16.528,80.62683
6740,"Bapauli, Haryana, India",29.3384021,77.083787,250103.0,29.3114,77.1324
6741,"Vivek Khand 1, Gomti Nagar, Lucknow, Uttar Pradesh",26.8609262,80.9985029,226028.0,26.86717,81.00298
6742,"Parle Point Circle, Shakti Nagar Society, Athwa, S",21.1740377,72.793895,394550.0,21.17037,72.78924
6743,"Santosh Mitra Square, Natabar Dutta Row, Lebutala,",22.5660201,88.3656532,700012.0,22.56714,88.36497
6744,"Civil Line, Faizabad, Uttar Pradesh, India",26.7714956,82.1257991,224001.0,26.77322,82.12645
6745,"Medipally bus stop, Peerzadiguda, Hyderabad, Telan",17.410633,78.60541,500098.0,17.40825,78.60156
6746,"Bhagat Ki Kothi, Jodhpur, Rajasthan, India",26.2475439,73.0222378,342002.0,26.243,73.021
6747,"Acharya Ranga Nagar, Benz Circle, Vijayawada, Andh",16.501129,80.6514204,520007.0,16.49177,80.65554
6748,"Bitthal Market Ground, E-5, Arera Colony, Bhopal, ",23.2174871,77.4287318,462016.0,23.217,77.43047
6749,"Karnal Road, Railway Colony, Shakti Nagar, New Del",28.6670651,77.2157705,110054.0,28.66709,77.21653
6750,"Mdm Hospital, Chopasani Road, Near Bombay Motor Ci",26.2784118,72.9976777,342003.0,26.28128,73.00125
6751,"Kaseru Khara, Meerut, Uttar Pradesh, India",29.0060742,77.7380549,250001.0,29.01011,77.73775
6752,"Roopena Agrahara, Bommanahalli, Bengaluru, Karnata",12.9106725,77.6235413,560068.0,12.90699,77.63084
6753,"Ashish JK Apartments, Thubarahalli Extended Rd, Th",12.9485202,77.7227111,560037.0,12.95886,77.71603
6754,"Ishwar Nagar, Kanshi Nagar, New Dashmesh Nagar, Ko",31.3084361,75.5476852,144210.0,31.31,75.54
6755,"Khudda Lahora, Chandigarh",30.774541,76.7704413,160012.0,30.76656,76.78361
6756,"Anchalik Kalyan Samity, Laxmi Narayan Rd, Green Pa",22.5609445,88.3059426,711103.0,22.55792,88.30608
6757,"Masanganj, Chhattisgarh, India",22.0817262,82.1451729,497101.0,22.07963,82.13914
6758,"Nai Sarak, Varanasi, Uttar Pradesh, India",25.3130305,83.0042433,221010.0,25.31019,83.00478
6759,"Khajuri Kalan, Bhopal, Madhya Pradesh, India",23.2360933,77.5060438,462022.0,23.24,77.4896
6760,"Sahakar Nagar, Indore, Madhya Pradesh, India",22.6665672,75.8163521,452013.0,22.66936,75.8135
6761,"Azad Nagar, Indore, Madhya Pradesh, India",22.696264,75.8875248,452001.0,22.70947,75.89206
6762,"Bharatwada, Nagpur, Maharashtra, India",21.1635968,79.167886,441104.0,21.14573,79.16231
6763,"Gajiyawala, Dehradun, Uttarakhand, India",30.3696377,78.042502,248003.0,30.3657,78.0445
6764,"Mathikere Extension, Mathikere, Bengaluru, Karnata",13.0347838,77.560509,560054.0,13.02982,77.56373
6765,"Devarayamjal, Telangana, India",17.5717113,78.5208996,500078.0,17.56344,78.53783
6766,"Vikas Vihar, Prem Nagar, Ambala, Haryana, India",30.3644069,76.7880195,134003.0,30.36253,76.79547
6767,"Indian Tailors & Garments, Street-2, Sharda Nagar,",23.2854342,77.3956507,518432.0,23.28851,77.39417
6768,"Shuklaganj Bypass Road, Sarvodaya Nagar, Shuklagan",26.4839873,80.390845,209861.0,26.48039,80.38728
6769,"Subhash Colony, Baba Phoola Singh, Amritsar, Punja",31.6073272,74.918334,143006.0,31.62,74.91
6770,"Makardhokda, Nagpur, Maharashtra, India",21.1829916,79.0344001,440007.0,21.16472,79.03469
6771,"Dutta Bagan, Paikpara, Kolkata, West Bengal, India",22.6111144,88.392509,700037.0,22.60876,88.38936
6772,"Venkateshwara Layout, Mathikere, Bengaluru, Karnat",13.0311283,77.5689273,560054.0,13.02982,77.56373
6773,"Khairatabad Ganesh, Indira Nagar, Khairtabad, Hyde",17.4129514,78.4651534,500004.0,17.40656,78.46703
6774,Khandsha,28.4222734,76.9999298,122004.0,28.41389,76.99319
6775,"Rahara Bazar, Dangapara Battala, Math Para, Titaga",22.7295341,88.3843766,700118.0,22.73,88.38
6776,"Vijyant Khand, Gomti Nagar, Lucknow, Uttar Pradesh",26.8686058,81.0216341,226016.0,26.875,81.01167
6777,"Shyamla Hills Road, TT Nagar, Bhopal, Madhya Prade",23.2375521,77.3904295,462003.0,23.23417,77.39917
6778,"Sector 39, Chandigarh, India",30.74419,76.7293233,140602.0,30.75,76.72
6779,"Greenfield Colony, Greenfields Colony Block C, Far",28.4625737,77.2891038,121003.0,28.45136,77.30794
6780,"Alwarpet, Chennai, Tamil Nadu, India",13.0334869,80.2531271,600018.0,13.03944,80.25736
6781,"Pansila, Kolkata, West Bengal, India",22.7126148,88.3842798,454010.0,22.715,88.38718
6782,"Jain Nagar, Devpuri, Meerut, Uttar Pradesh, India",28.9750071,77.6808128,250002.0,28.98,77.68
6783,"Prayagraj Bus Stand, Unnamed Road, Civil Lines, Pr",25.4496987,81.8391497,211003.0,25.4523,81.8427
6784,"Dudheshwar, Ahmedabad, Gujarat, India",23.0509388,72.585863,380004.0,23.05,72.58408
6785,"C V Raman Nagar Post Office, DRDO Phase 1 Township",12.9850184,77.6631511,560093.0,12.98614,77.65217
6786,"Talab Katta, Hyderabad, Telangana, India",17.3530059,78.4858499,500023.0,17.35203,78.48853
6787,"Rangmahal Road, New Market, North TT Nagar, TT Nag",23.2365404,77.3998095,462003.0,23.23417,77.39917
6788,"Dinnur, Hebbal, Bengaluru, Karnataka, India",13.0273646,77.5970433,560001.0,13.03,77.6007
6789,"Nandan Nagar, North Dumdum, West Bengal, India",22.6699767,88.3955409,700056.0,22.67,88.39
6790,"Ram Nagar, Jalandhar, Punjab, India",31.3513183,75.564787,144201.0,31.3278,75.5769
6791,"Bhagwanpura, Chandigarh, India",30.7351538,76.8331743,134109.0,30.74574,76.84686
6792,"Meerut Public School, Meerut Cantt, Meerut, Uttar ",28.9910794,77.6929921,250002.0,28.99,77.69
6793,"Haridwar ITI, Roshanabad - Hetampur - Anneki - Aur",29.9689313,78.0426696,249402.0,29.94,78.04
6794,"Sabzi Mandi, Subzi Mandi, Housing Board Colony, Th",29.0043684,77.0199966,131001.0,29.00189,77.01861
6795,"Choodasandra, Bengaluru, Karnataka, India",12.8836788,77.6793813,577534.0,12.90668,77.6757
6796,"Aravinda Nagar, Vivekananda Nagar, Mysuru, Karnata",12.2765825,76.6261085,570034.0,12.27031,76.62611
6797,"Itwara Road, Seedia School Colony, Peer Gate Area,",23.2587907,77.4084348,462001.0,23.26,77.41
6798,"no 4, Guru Nanak Pura Street Number 2, Guru Nanak ",28.8319629,77.5703666,201204.0,28.8331,77.57112
6799,"Sanjay Gandhi Puram, Lucknow, Uttar Pradesh, India",26.8687788,80.9718242,226016.0,26.86769,80.97789
6800,"Bank Avenue Main, Chikka Nanjunda Reddy Layout, Ho",13.0221526,77.6510763,560043.0,13.01378,77.65239
6801,"Bank colony, Karam Singh Colony, Karnal, Haryana, ",29.6955702,76.9731272,132001.0,29.69317,76.97142
6802,"Dada Colony, Jalandhar, Punjab, India",31.3571298,75.5727914,464331.0,31.33839,75.59441
6803,"Sri Sapphire Park, Dooravani Nagar, Bengaluru, Kar",13.0062711,77.6669166,560043.0,13.01378,77.65239
6804,Bankner Village Alampur,28.8527025,77.0728116,110040.0,28.84,77.08
6805,"Bilaspur Road, Civil Lines, Tilak Nagar, Chhattisg",22.0873328,82.1458065,495001.0,22.08882,82.14295
6806,Kanganheri,28.5461863,76.9901874,110071.0,28.54619,76.99019
6807,"Balongi, Sahibzada Ajit Singh Nagar, Punjab, India",30.7293111,76.6946872,140501.0,30.74208,76.69841
6808,"Basaveshwara Nagar Yelahanka, Nehru Nagar, Bengalu",13.0899872,77.605638,560064.0,13.08578,77.58561
6809,"BSF Campus, Mandore, Jodhpur, Rajasthan, India",26.3341901,73.0422404,342026.0,26.33189,73.04247
6810,"Raj Nagar, Panipat, Haryana, India",29.3689978,76.9599852,132103.0,29.37319,76.95969
6811,"Dargah Hazrat Sayed saadat (rh), Himayat Bagh, Aur",19.9054176,75.3285021,431008.0,19.92175,75.3363
6812,"Nabakuthir boys hostel, Patulia, Chak Kanthalia, W",22.7582055,88.3895095,712614.0,22.76,88.39
6813,"Sovabazar Sutanuti, Girish Park, Sovabazar, Shobha",22.5960254,88.3652848,700005.0,22.59717,88.36133
6814,"Kuvempunagar Shopping Complex, Kuvempu Nagar 1st S",12.2863171,76.6257024,570023.0,12.29094,76.62483
6815,"Pundlik Nagar, Garkheda, Aurangabad, Maharashtra, ",19.8653916,75.3539709,431153.0,19.85352,75.34963
6816,"Rohini, Sector 4",28.7065313,77.1021305,274802.0,28.7,77.1
6817,"Naveen Market Shops, Navin Market Lane, Civil Line",26.4747495,80.3459807,208001.0,26.47419,80.34389
6818,"State Bank Colony, Benz Circle, Vijayawada, Andhra",16.5003546,80.6666777,520008.0,16.50836,80.66614
6819,"Subudhipur, Odisha, India",20.2544531,85.7576925,751003.0,20.26755,85.7685
6820,Sector 32,28.5827178,77.3482352,201311.0,28.57668,77.32717
6821,"Adikesavarpuram, Poongavanapuram, Chennai, Tamil N",13.0784733,80.267675,600002.0,13.07446,80.26989
6822,"Pendurthi, Visakhapatnam, Andhra Pradesh, India",17.80552,83.2089126,530051.0,17.80238,83.20481
6823,"Jawahar Tekri, Sinhasa, Indore, Madhya Pradesh, In",22.6960027,75.7872919,456776.0,22.7,75.8
6824,"Hamidia Road, Jumerati, Ibrahimganj, Bhopal, Madhy",23.2647605,77.4049458,462001.0,23.26511,77.40386
6825,"Patel Park, Ambala Cantt, Haryana, India",30.3594809,76.8529969,133001.0,30.35256,76.84733
6826,"Kanpur central railway station, Dhana Khori, Mirpu",26.4554289,80.3505034,208001.0,26.45208,80.35208
6827,"PK-RANIPUR MOD-HARIDWAR, Prem Nagar, Haridwar, Utt",29.9306438,78.1348378,249404.0,29.92606,78.13194
6828,"Raj Mahal Vilas Extension, Armane Nagar, Bengaluru",13.0130042,77.5777031,560006.0,13.01683,77.58328
6829,"Kharga Canteen, Ambala Cantt, Haryana, India",30.3614753,76.8628621,133005.0,30.35694,76.87833
6830,"Asoda Todran, Haryana, India",28.7429178,76.854799,124505.0,28.78116,76.86482
6831,"Subhash Vihar Road, Anantpura, Kota, Rajasthan, In",25.1161043,75.8582283,324005.0,25.13187,75.85604
6832,"Kailasapuram, Visakhapatnam, Andhra Pradesh, India",17.7404132,83.2887216,530024.0,17.74256,83.29394
6833,"Pakbara, Uttar Pradesh, India",28.826312,78.6720593,244102.0,28.82592,78.67669
6834,"Purba Putiary, Kolkata, West Bengal, India",22.4768158,88.3485091,700040.0,22.48433,88.34642
6835,"Ashok Vihar, Shivraj Colony, Vedant Nagar, Auranga",19.8606354,75.3152704,453001.0,19.88377,75.32567
6836,"Krishna Nagar, Delhi, India",28.6509821,77.286333,110051.0,28.64536,77.28711
6837,Zakhira,28.6665152,77.1664905,110015.0,28.66597,77.16478
6838,"Dinosaur And Fossil Park, Nature Park Walk, Indrod",23.1925628,72.6465616,382845.0,23.2,72.64
6839,"Mehat Colony, Amritsar, Punjab, India",31.6406872,74.7819819,143105.0,31.63,74.8
6840,"Lakshmi Nagar, Delhi, India",28.6371746,77.2756181,460551.0,28.63928,77.27268
6841,"ameri bilashpur cg, Ghuru - Ameri Road, Ameri, Chh",22.083885,82.120895,495001.0,22.09719,82.12939
6842,"Anaj Bhawan, 39C, Sector 39, Chandigarh, India",30.7416029,76.7295697,140602.0,30.75,76.72
6843,"Bannimantap A Layout, Bannimantap, Mysuru, Karnata",12.342942,76.6513787,570015.0,12.34367,76.65372
6844,"Gurdwara Singh Sabha Sec 79, Sector 79, Mohali,",30.677489,76.7120064,140408.0,30.69,76.71
6845,"Mandawali, Delhi, India",28.6269627,77.2952983,110092.0,28.635,77.28956
6846,"Phase-2, Ram Darbar",30.6906411,76.7918165,160002.0,30.69236,76.79092
6847,"Dwarka, Nashik, Maharashtra, India",19.9930737,73.8037119,422007.0,19.9956,73.8132
6848,"Shakarpur, Delhi, India",28.6279488,77.2786205,110092.0,28.627,77.28503
6849,Sector 4,28.7065313,77.1021305,274802.0,28.7,77.1
6850,Jagjit Nagar,28.6693976,77.2491365,110031.0,28.66461,77.25936
6851,Constitution House 110001,28.6204221,77.2133978,110001.0,28.62258,77.21272
6852,"City Light Party Plot, Rajkot, Kankot Road, Rajkot",22.2452105,70.7491585,363621.0,22.24798,70.73591
6853,"Christian Colony, Delhi, India",28.6915411,77.2071021,110007.0,28.68975,77.21528
6854,"Bismillah Colony, Aurangabad, Maharashtra, India",19.9001156,75.3262772,453001.0,19.88377,75.32567
6855,"Srinagar Kakad, Anoop Nagar, Indore, Madhya Prades",22.7302646,75.8930507,452011.0,22.73792,75.89092
6856,"I.P.Extension, Patparganj, Delhi, India",28.6295233,77.3123396,110092.0,28.63364,77.31119
6857,"Israna, Haryana, India",29.27698,76.8519159,132107.0,29.27344,76.85053
6858,New Colony,26.917995,75.8090876,302001.0,26.91639,75.81083
6859,"Dariapur, Ahmedabad, Gujarat, India",23.0340575,72.5936793,380001.0,23.03,72.59
6860,"Bengali Colony, Jabalpur, Madhya Pradesh, India",23.2039358,80.0038822,482005.0,23.20159,80.00217
6861,"N-Block, Mathikere, Bengaluru, Karnataka,",13.0170387,77.5620539,560012.0,13.01383,77.56654
6862,"Manharpura 1, Madhapar, Rajkot, Gujarat, India",22.3279642,70.7599634,360003.0,22.34759,70.74655
6863,"Samarth Nagar, Aurangabad, Maharashtra, India",19.8781718,75.3200819,453001.0,19.88377,75.32567
6864,"Sec 43, Kajheri Village, Sector 52, Chandigarh",30.716509,76.742294,160062.0,30.72589,76.75787
6865,"Indira Nagar, Nashik, Maharashtra, India",19.9723313,73.7817225,464986.0,19.984,73.78102
6866,"Sector-23, Rohtak, Haryana, India",28.8671745,76.5806097,124001.0,28.87411,76.58869
